,freq_oracle,info,mse,average_error,k_mse,k_average_error,median_abs_deviation,max_error,max_item,min_error,client_time,server_init_time,server_agg_time,server_est_time,server_time,total_time
0,Multi-PCMS-Mean,d=20000,0.16094627025062944,0.3690021380000023,0.100767190932,0.2606932,0.36481,0.9865299999999999,5896,0.0002,0.0,0.0008082389831542969,62.98505783081055,0.28481078147888184,63.270676851272576,63.270676851272576
1,Multi-PCMS-Mean,d=20000,0.14798750638100105,0.3459317230000017,0.07801337132000001,0.23016520000000004,0.337115,1.05073,3607,0.00041,0.0,0.0007536411285400393,64.15586805343628,0.550736665725708,64.70735836029053,64.70735836029053
2,Multi-PCMS-Mean,d=20000,0.1592810402261407,0.3637495990000016,0.08883904655799997,0.25991820000000004,0.35994,1.0219200000000002,4333,5.9999999999999995e-05,0.0,0.0007593631744384768,67.58827805519104,0.2755136489868164,67.8645510673523,67.8645510673523
3,Multi-PCMS-Mean,d=20000,0.1553190888581255,0.35836553650000363,0.08174684034799999,0.2452056,0.353685,1.12171,15223,6e-05,0.0,0.0007841587066650393,60.90192842483521,0.5259635448455809,61.42867612838745,61.42867612838745
4,Multi-PCMS-Mean,d=20000,0.15618789876022018,0.35991195400000153,0.07623748748600001,0.23437660000000002,0.35378000000000004,1.07798,8304,4e-05,0.0,0.0007462501525878906,65.70525193214418,0.2882070541381836,65.99420523643494,65.99420523643494
5,Multi-PCMS-Mean,d=20000,0.1502127187398161,0.3513455194999995,0.072349741126,0.22820700000000002,0.346175,1.02004,11621,0.00018,0.0,0.0009191036224365234,59.69736289978027,0.28116369247436523,59.979445695877075,59.979445695877075
6,Multi-PCMS-Mean,d=20000,0.13590212225538575,0.3296527124999989,0.07942795325600001,0.22267279999999995,0.32392,0.97303,7173,0.00028,0.0,0.0007519721984863281,55.95751214027405,0.28722453117370605,56.24548864364624,56.24548864364624
7,Multi-PCMS-Mean,d=20000,0.16413482204516128,0.3696449590000007,0.07082741969800002,0.231291,0.363265,1.16163,7173,0.00035,0.0,0.0007505416870117188,63.76968002319336,0.2918126583099365,64.06224322319032,64.06224322319032
8,Multi-PCMS-Mean,d=20000,0.15942181733150082,0.3655860159999992,0.07460332985799999,0.23605900000000002,0.3572,1.04898,7173,0.0005099999999999999,0.0,0.0007359981536865232,61.256230592727654,0.2712252140045166,61.52819180488586,61.52819180488586
9,Multi-PCMS-Mean,d=20000,0.14938809104997014,0.35211408000000205,0.06547445574199999,0.21697740000000004,0.34409,1.08676,12047,0.00014,0.0,0.0007424354553222656,60.00409173965454,0.2866854667663574,60.29151964187622,60.29151964187622
10,Multi-PCMS-Mean,d=40000,0.148897570128888,0.3477480512500005,0.075103065528,0.23679559999999994,0.33858,1.0502799999999999,26639,0.00018999999999999998,0.0,0.0007655620574951173,57.32831692695618,0.5981254577636719,57.927207946777344,57.927207946777344
11,Multi-PCMS-Mean,d=40000,0.1531099583526673,0.3561116997500031,0.08937535467400001,0.2521326000000001,0.35299,1.03233,30853,0.0001,0.0,0.0007555484771728518,57.56217646598816,0.57285475730896,58.13578677177429,58.13578677177429
12,Multi-PCMS-Mean,d=40000,0.1617572803705166,0.36652469875000027,0.081507268748,0.25807079999999993,0.360645,1.05621,19140,0.00016999999999999999,0.0,0.0007424354553222656,61.74534320831299,0.5455474853515625,62.291633129119866,62.291633129119866
13,Multi-PCMS-Mean,d=40000,0.16265348529592868,0.3654421717500032,0.08522652708799999,0.2680488,0.35899000000000003,1.16126,36569,5e-05,0.0,0.0007505416870117188,52.86911654472351,0.564638614654541,53.43450570106506,53.43450570106506
14,Multi-PCMS-Mean,d=40000,0.14953919087861794,0.35252657674999865,0.07100135682400001,0.22776279999999996,0.348015,1.0349,27100,7e-05,0.0,0.0007290840148925781,62.26321387290954,0.6542105674743652,62.9181535243988,62.9181535243988
15,Multi-PCMS-Mean,d=40000,0.14179131424399286,0.3417640947500046,0.06888641683000002,0.2227742000000001,0.33519,1.06563,27020,0.00018,0.0,0.0008060932159423827,51.71926784515381,1.0383570194244385,52.75843095779419,52.75843095779419
