,freq_oracle,info,mse,average_error,k_mse,k_average_error,median_abs_deviation,max_error,max_item,min_error,client_time,server_init_time,server_agg_time,server_est_time,server_time,total_time
0,Multi-PCMS-Mean,m=4,1.0035888178667174,1.0017308747999851,0.452024024936,0.625302,1.00213,1.01623,54705,0.00491,0.0,0.0007359981536865232,59.29304623603821,4.739839792251587,64.03362202644347,64.03362202644347
1,Multi-PCMS-Mean,m=8,0.9919301025461462,0.9958691573000218,0.449966072386,0.6227750000000002,0.99625,1.03146,80256,0.00105,0.0,0.0013964176177978516,56.417826175689704,6.450276136398315,62.86949872970581,62.86949872970581
2,Multi-PCMS-Mean,m=16,0.939212672468416,0.9689139285000012,0.4181787733340001,0.6010794,0.9690799999999999,1.04061,18365,0.0188,0.0,0.0010242462158203123,62.629551649093635,7.850829601287843,70.4814054965973,70.4814054965973
3,Multi-PCMS-Mean,m=32,0.7200579821893879,0.8474315299000076,0.31529657992200005,0.5230114,0.8477100000000001,1.04732,68688,0.00016,0.0,0.0009675025939941406,57.13847923278809,8.170409202575684,65.30985593795775,65.30985593795775
4,Multi-PCMS-Mean,m=64,0.3758644914030617,0.6083506088999967,0.16330399992999994,0.36789140000000004,0.60856,0.91815,63478,0.00536,0.0,0.0013229846954345705,53.256322383880615,4.926600933074951,58.184246301651,58.184246301651
5,Multi-PCMS-Mean,m=128,0.15688959400558358,0.3705230144000039,0.07329971850200001,0.2302194,0.370035,0.99386,2623,7e-05,0.0,0.0007064342498779298,57.05990409851074,4.649805545806885,61.710416078567505,61.710416078567505
6,Multi-PCMS-Mean,m=256,0.10197554985240737,0.2574258986000039,0.08190838113799997,0.22744579999999995,0.22171999999999997,1.2747600000000001,71138,8e-05,0.0,0.0013556480407714846,59.8163013458252,6.793946027755737,66.6116030216217,66.6116030216217
7,Multi-PCMS-Mean,m=512,0.3141551504122918,0.4472277688999955,0.23599655233200004,0.4022500000000001,0.37747,2.81746,26403,9e-05,0.0,0.0007145404815673827,56.95336389541626,8.68770694732666,65.6417853832245,65.6417853832245
8,Multi-PCMS-Mean,m=1024,1.1801557584262707,0.8669850837000134,1.157152193484,0.8951791999999998,0.73205,4.7293,72874,7e-05,0.0,0.001034259796142578,62.31397771835327,7.485562086105348,69.80057406425476,69.80057406425476
9,Multi-PCMS-Mean,m=4,0.9926065078254644,0.9962339529000158,0.4467026324919999,0.6208599999999999,0.99654,1.01141,62117,0.00455,0.0,0.0006909370422363281,53.1530818939209,5.3185224533081055,58.47229528427124,58.47229528427124
10,Multi-PCMS-Mean,m=8,0.9978837913500138,0.9988536663000052,0.4489556891100001,0.623069,0.9991200000000001,1.03409,90493,0.00255,0.0,0.0007245540618896482,62.0942325592041,6.175433158874513,68.2703902721405,68.2703902721405
11,Multi-PCMS-Mean,m=16,0.9342287231243792,0.9663349292000049,0.415553259504,0.5990683999999998,0.96651,1.0467,73674,0.02172,0.0,0.0007128715515136719,62.42733192443848,4.66830325126648,67.09634804725647,67.09634804725647
12,Multi-PCMS-Mean,m=32,0.7121340416798796,0.8428320813999974,0.32094382105799985,0.5264329999999997,0.84249,1.01766,96502,0.023530000000000002,0.0,0.0007262229919433594,60.81533670425415,6.2027740478515625,67.01883697509766,67.01883697509766
13,Multi-PCMS-Mean,m=64,0.382750011848614,0.613521912299991,0.16679585420600002,0.3787478000000001,0.6125849999999999,0.97785,57600,0.02617,0.0,0.0006327629089355469,55.61144971847534,5.741576671600343,61.35365915298462,61.35365915298462
14,Multi-PCMS-Mean,m=128,0.17407976269687156,0.3914476489000018,0.081880879192,0.24531280000000005,0.39066999999999996,1.00981,9012,0.00013000000000000002,0.0,0.001325845718383789,53.365439653396606,7.653527021408081,61.02029252052307,61.02029252052307
15,Multi-PCMS-Mean,m=256,0.1165954511762754,0.2769434783999957,0.06931108300799999,0.206702,0.242075,1.41814,66387,8e-05,0.0,0.004213094711303711,58.78505778312683,7.224764823913574,66.01403570175171,66.01403570175171
16,Multi-PCMS-Mean,m=512,0.3045838011586489,0.4404601252000076,0.2876045294399999,0.4063336000000002,0.3705,2.40404,7747,0.00033999999999999997,0.0,0.0007467269897460938,64.16044855117798,5.486550092697144,69.64774537086487,69.64774537086487
17,Multi-PCMS-Mean,m=1024,1.155020680644686,0.8575115597000298,1.43166054115,0.9801798000000004,0.7250749999999999,4.8348900000000015,52612,1e-05,0.0,0.0006930828094482423,54.75015306472778,4.6494433879852295,59.40028953552246,59.40028953552246
18,Multi-PCMS-Mean,m=4,1.000828833288854,1.0003527909999912,0.4499500060519999,0.6237204000000001,1.00071,1.01413,54708,0.0023899999999999998,0.0,0.0012578964233398438,60.74103856086731,4.758291244506836,65.5005877017975,65.5005877017975
19,Multi-PCMS-Mean,m=8,0.9915911243056242,0.995695020500016,0.4463146367600001,0.6204064000000001,0.995795,1.03324,65799,0.005379999999999999,0.0,0.0014159679412841795,52.76614022254944,4.586301803588867,57.35385799407959,57.35385799407959
20,Multi-PCMS-Mean,m=16,0.9360325155817646,0.967269485500008,0.42223276745,0.603513,0.96759,1.03759,42772,0.01169,0.0,0.001984119415283203,59.89723443984985,4.541835308074951,64.4410538673401,64.4410538673401
21,Multi-PCMS-Mean,m=32,0.7189528666354565,0.8468520334000186,0.33074308151399995,0.5341281999999999,0.8466600000000001,1.03164,28495,0.0024,0.0,0.0006253719329833982,54.17580819129944,4.718926191329956,58.895359754562385,58.895359754562385
